"Gene","degree","GeneName"
"N900_RS14555",58,"vasF"
"N900_RS14660",58,"Crp/Fnr family transcriptional regulator_2"
"N900_RS14900",58,"rcsC_9"
"N900_RS14955",58,"N900_RS14955"
"N900_RS15080",58,"vctD"
"N900_RS15145",58,"sgbH"
"N900_RS15150",58,"ybhA"
"N900_RS15695",58,"N900_RS15695"
"N900_RS15805",58,"bar"
"N900_RS16060",58,"N900_RS16060"
"N900_RS16405",58,"N900_RS16405"
"N900_RS16485",58,"sgrr"
"N900_RS16495",58,"hotdog fold thioesterase"
"N900_RS16750",58,"antibiotic biosynthesis monooxygenase"
"N900_RS16770",58,"Probable transporter PD_1893_BLAST"
"N900_RS16925",58,"vraR"
"N900_RS17095",58,"torT"
"N900_RS17145",58,"N900_RS17145"
"N900_RS17220",58,"luxQ"
"N900_RS17515",58,"resolvase, putative"
"N900_RS17870",58,"N900_RS17870"
"N900_RS18205",58,"malF"
"N900_RS18385",58,"L-lactate permease"
"N900_RS18510",58,"glutaredoxin"
"N900_RS18535",58,"ogt"
"N900_RS18630",58,"glnQ_2"
"N900_RS18730",58,"ydfG"
"N900_RS18870",58,"cheD"
"N900_RS18995",58,"N900_RS18995"
"N900_RS19840",58,"TRAP transporter small permease subunit"
"N900_RS00215",57,"rsmB"
"N900_RS00510",57,"methyl-accepting chemotaxis protein_4"
"N900_RS00525",57,"N900_RS00525"
"N900_RS00910",57,"gspG"
"N900_RS01260",57,"frdB"
"N900_RS01470",57,"hydrolase"
"N900_RS01840",57,"mgtE_1"
"N900_RS02235",57,"recO"
"N900_RS02780",57,"SMP protein"
"N900_RS02805",57,"AMP-binding protein"
"N900_RS03275",57,"VC0395_A1830_BLAST"
"N900_RS03400",57,"vuuA"
"N900_RS03710",57,"N900_RS03710"
"N900_RS04045",57,"N900_RS04045"
"N900_RS04065",57,"sixA"
"N900_RS04410",57,"N900_RS04410"
"N900_RS04660",57,"LysR family transcriptional regulator_2"
"N900_RS04855",57,"ald"
"N900_RS05005",57,"yeah"
"N900_RS05050",57,"occP"
"N900_RS05940",57,"efflux RND transporter periplasmic adaptor subunit"
"N900_RS06125",57,"radD"
"N900_RS06375",57,"alsS"
"N900_RS06665",57,"amino acid ABC transporter"
"N900_RS07045",57,"ctxB"
"N900_RS07170",57,"potB"
"N900_RS07295",57,"cheB1"
"N900_RS07375",57,"hrpA"
"N900_RS07505",57,"acyP"
"N900_RS07615",57,"tripartite tricarboxylate transporter permease"
"N900_RS07680",57,"ompv"
"N900_RS07750",57,"fumB"
"N900_RS08025",57,"N900_RS08025"
"N900_RS08040",57,"btuC"
"N900_RS08180",57,"uvrC"
"N900_RS08380",57,"trpD"
"N900_RS08450",57,"N900_RS08450"
"N900_RS08545",57,"hisF"
"N900_RS08635",57,"FAD-dependent oxidoreductase_1"
"N900_RS09530",57,"vpsM"
"N900_RS09610",57,"wecC"
"N900_RS09840",57,"N900_RS09840"
"N900_RS09860",57,"mltF"
"N900_RS10200",57,"citD"
"N900_RS10290",57,"yfiZ"
"N900_RS10495",57,"malate synthase A"
"N900_RS11065",57,"N900_RS11065"
"N900_RS11075",57,"dsbC_2"
"N900_RS11260",57,"hdfR_2"
"N900_RS11860",57,"oadA_2"
"N900_RS11990",57,"SurE"
"N900_RS12165",57,"mscS_1"
"N900_RS12290",57,"rdgB"
"N900_RS12460",57,"dctM_1"
"N900_RS13265",57,"peptidase_3"
"N900_RS13415",57,"wbeL"
"N900_RS13420",57,"wbeK"
"N900_RS13470",57,"wavK"
"N900_RS13615",57,"VC0395_A2587_BLAST"
"N900_RS13635",57,"murr"
"N900_RS13790",57,"dppC_2"
"N900_RS14050",57,"N900_RS14050"
"N900_RS14200",57,"copper chaperone PCu(A)C"
"N900_RS14340",57,"pstS1_1"
"N900_RS14385",57,"shyA_BLAST"
"N900_RS14435",57,"VC_A0091_BLAST"
"N900_RS14620",57,"rbsA"
"N900_RS14710",57,"lhgO"
"N900_RS14750",57,"mrpC"
"N900_RS14815",57,"N900_RS14815"
"N900_RS15055",57,"lifO"
"N900_RS15095",57,"AraC family transcriptional regulator_5"
"N900_RS15235",57,"N-acetyltransferase_4"
"N900_RS15395",57,"catB9"
"N900_RS15545",57,"OsmC family peroxiredoxin"
"N900_RS16170",57,"nucleotide pyrophosphatase"
"N900_RS16315",57,"argP_2"
"N900_RS16520",57,"dcmA"
"N900_RS16665",57,"moeB"
"N900_RS16930",57,"narQ"
"N900_RS16940",57,"mycothiol reductase"
"N900_RS17505",57,"Rha family transcriptional regulator"
"N900_RS17710",57,"yhfA"
"N900_RS18140",57,"rlmC"
"N900_RS18545",57,"mhqP"
"N900_RS18590",57,"glgX"
"N900_RS18845",57,"N900_RS18845"
"N900_RS18905",57,"cheY4"
"N900_RS19050",57,"N900_RS19050"
"N900_RS19190",57,"N900_RS19190"
"N900_RS19395",57,"N900_RS19395"
"N900_RS00160",56,"yihG"
"N900_RS00360",56,"LysR family transcriptional regulator_1"
"N900_RS00555",56,"cc4"
"N900_RS01385",56,"aroB"
"N900_RS02430",56,"xerd"
"N900_RS03415",56,"flgT"
"N900_RS03645",56,"N900_RS03645"
"N900_RS03740",56,"fliD"
"N900_RS03885",56,"mnmC"
"N900_RS04070",56,"flhA"
"N900_RS04235",56,"sensor histidine kinase_2"
"N900_RS04610",56,"minD"
"N900_RS04780",56,"clpx"
"N900_RS04945",56,"mfd"
"N900_RS05080",56,"rsmS"
"N900_RS05090",56,"yfcA_2"
"N900_RS05380",56,"N900_RS05380"
"N900_RS05545",56,"intA_1"
"N900_RS05630",56,"TetR/AcrR family transcriptional regulator_2"
"N900_RS05690",56,"menH_3"
"N900_RS05735",56,"mukF"
"N900_RS05865",56,"N900_RS05865"
"N900_RS05955",56,"metC"
"N900_RS05960",56,"clsA"
"N900_RS06255",56,"metA"
"N900_RS06590",56,"N900_RS06590"
"N900_RS06755",56,"N900_RS06755"
"N900_RS06825",56,"N900_RS06825"
"N900_RS07345",56,"bmr3_2"
"N900_RS07730",56,"tyrR"
"N900_RS07740",56,"ycjx"
"N900_RS07780",56,"methyl-accepting chemotaxis protein_13"
"N900_RS08220",56,"hutC"
"N900_RS08460",56,"response regulator_3"
"N900_RS08565",56,"hisC"
"N900_RS08655",56,"N900_RS08655"
"N900_RS08675",56,"biob"
"N900_RS08845",56,"araC_1"
"N900_RS09210",56,"cvpA"
"N900_RS09340",56,"cueR"
"N900_RS09390",56,"crr"
"N900_RS09470",56,"dacA_1"
"N900_RS09715",56,"xni"
"N900_RS09785",56,"N-acetyltransferase_1"
"N900_RS10105",56,"IS481-like element ISVch1 family transposase"
"N900_RS10190",56,"citF"
"N900_RS10300",56,"vibH"
"N900_RS10445",56,"trmJ"
"N900_RS10790",56,"Probable membrane transporter protein HI_0902_BLAST"
"N900_RS11530",56,"chiS"
"N900_RS11740",56,"sspA"
"N900_RS12495",56,"nit1"
"N900_RS12855",56,"N900_RS12855"
"N900_RS12885",56,"mutL"
"N900_RS13555",56,"N900_RS13555"
"N900_RS13680",56,"rarD"
"N900_RS13735",56,"kfrA_1"
"N900_RS13770",56,"XRE family transcriptional regulator_8"
"N900_RS13800",56,"dppA"
"N900_RS13815",56,"N900_RS13815"
"N900_RS14075",56,"yibl"
"N900_RS14510",56,"N900_RS14510"
"N900_RS14595",56,"tssI_2"
"N900_RS14605",56,"N900_RS14605"
"N900_RS14625",56,"rbsC"
"N900_RS14665",56,"glpQ"
"N900_RS14755",56,"mrpA"
"N900_RS14860",56,"pepT"
"N900_RS15320",56,"integrase, putative"
"N900_RS16560",56,"exopolyphosphatase"
"N900_RS16600",56,"putative 2-aminoethylphosphonate ABC transporter substrate-binding protein"
"N900_RS16845",56,"scrB"
"N900_RS17065",56,"sigma-54-dependent Fis family transcriptional regulator"
"N900_RS17155",56,"hydroxymethylglutaryl-CoA reductase"
"N900_RS17160",56,"modC"
"N900_RS17225",56,"luxp"
"N900_RS17345",56,"artP"
"N900_RS17665",56,"acs_2"
"N900_RS17690",56,"cation diffusion facilitator family transporter"
"N900_RS17725",56,"glyceraldehyde-3-phosphate dehydrogenase"
"N900_RS17740",56,"yjeH"
"N900_RS17930",56,"kbl"
"N900_RS18015",56,"N900_RS18015"
"N900_RS18165",56,"M14 family metallocarboxypeptidase"
"N900_RS18615",56,"methyl-accepting chemotaxis protein_19"
"N900_RS18765",56,"calB"
"N900_RS19750",56,"N900_RS19750"
"N900_RS19810",56,"Pseudogene_N900_RS19810"
"N900_RS00025",55,"yidD"
"N900_RS00385",55,"rsmJ"
"N900_RS00395",55,"eamA_2"
"N900_RS00610",55,"cyaY"
"N900_RS00955",55,"nudE"
"N900_RS01405",55,"gph"
"N900_RS01520",55,"N900_RS01520"
"N900_RS01685",55,"LysM"
"N900_RS01785",55,"ytfP"
"N900_RS02020",55,"N900_RS02020"
"N900_RS02960",55,"chrR"
"N900_RS02965",55,"ampG"
"N900_RS03380",55,"heavy metal translocating P-type ATPase"
"N900_RS03475",55,"flgF"
"N900_RS03705",55,"N900_RS03705"
"N900_RS04040",55,"feoc"
"N900_RS04140",55,"ccmC"
"N900_RS04150",55,"ccmE_1"
"N900_RS04445",55,"sppA"
"N900_RS04530",55,"menf"
"N900_RS04560",55,"ydcO"
"N900_RS04620",55,"VC_1957_BLAST"
"N900_RS04715",55,"CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase-related protein"
"N900_RS04750",55,"dctM_1"
"N900_RS04760",55,"dctB"
"N900_RS04925",55,"ndh"
"N900_RS04975",55,"DNA internalization-related competence protein ComEC/Rec2"
"N900_RS05300",55,"N900_RS05300"
"N900_RS05710",55,"purR"
"N900_RS06250",55,"pilW"
"N900_RS06550",55,"ugpE"
"N900_RS07050",55,"rtxA"
"N900_RS07430",55,"N900_RS07430"
"N900_RS07475",55,"aapJ"
"N900_RS07700",55,"SLC13 family permease_1"
"N900_RS07755",55,"pabB"
"N900_RS08010",55,"N900_RS08010"
"N900_RS08195",55,"N900_RS08195"
"N900_RS08435",55,"gonadoliberin III"
"N900_RS08440",55,"alpha-L-glutamate ligase-like protein"
"N900_RS08510",55,"aspT"
"N900_RS08640",55,"SDR family NAD(P)-dependent oxidoreductase"
"N900_RS08710",55,"sensor domain-containing diguanylate cyclase_1"
"N900_RS08870",55,"phosphatase"
"N900_RS09200",55,"yuiF"
"N900_RS09230",55,"truA"
"N900_RS09260",55,"ybaL"
"N900_RS09505",55,"yitt"
"N900_RS09630",55,"vexG"
"N900_RS09690",55,"SecY-interacting protein"
"N900_RS09975",55,"M23 family peptidase"
"N900_RS09985",55,"acfC"
"N900_RS10090",55,"adh"
"N900_RS10735",55,"fkpB"
"N900_RS11145",55,"phosphohydrolase"
"N900_RS11355",55,"bifunctional diguanylate cyclase/phosphodiesterase_1"
"N900_RS11660",55,"pcnB"
"N900_RS12110",55,"N900_RS12110"
"N900_RS12150",55,"oxidative stress defense protein"
"N900_RS12505",55,"rng"
"N900_RS12740",55,"MBL fold metallo-hydrolase_2"
"N900_RS13245",55,"ygbN"
"N900_RS13650",55,"fhuC"
"N900_RS13955",55,"ydhC_1"
"N900_RS14045",55,"N900_RS14045"
"N900_RS14190",55,"phosphatidylglycerophosphatase B, putative"
"N900_RS14520",55,"tssC"
"N900_RS14810",55,"batD"
"N900_RS15045",55,"hlyB_BLAST"
"N900_RS15225",55,"copI_BLAST"
"N900_RS15705",55,"N900_RS15705"
"N900_RS16010",55,"GNAT family N-acetyltransferase_6"
"N900_RS16100",55,"N900_RS16100"
"N900_RS16195",55,"fruA"
"N900_RS16245",55,"cobW"
"N900_RS16715",55,"abrb"
"N900_RS16975",55,"uhpB"
"N900_RS17070",55,"sasA_10"
"N900_RS17080",55,"uhpC_2"
"N900_RS17360",55,"ravA"
"N900_RS17570",55,"pstS_2"
"N900_RS17605",55,"speA"
"N900_RS17760",55,"sensor histidine kinase_6"
"N900_RS17775",55,"lolE_2"
"N900_RS17945",55,"LuxR family transcriptional regulator"
"N900_RS18095",55,"N900_RS18095"
"N900_RS18120",55,"pyrC"
"N900_RS18225",55,"N900_RS18225"
"N900_RS18310",55,"N900_RS18310"
"N900_RS18375",55,"ABC transporter"
"N900_RS18455",55,"nemA_2"
"N900_RS18540",55,"alkA"
"N900_RS18550",55,"LysR family transcriptional regulator_9"
"N900_RS18625",55,"aroG"
"N900_RS18945",55,"qseB"
"N900_RS19700",55,"Pseudogene_N900_RS19700"
"N900_RS00150",54,"ilvG"
"N900_RS00170",54,"serine/threonine protein kinase"
"N900_RS00325",54,"thiC"
"N900_RS00380",54,"N900_RS00380"
"N900_RS00600",54,"N900_RS00600"
"N900_RS00810",54,"add"
"N900_RS00985",54,"greB"
"N900_RS01130",54,"metF"
"N900_RS01390",54,"damX_1"
"N900_RS01700",54,"dbpA"
"N900_RS01925",54,"anti-sigma B factor antagonist, putative"
"N900_RS01950",54,"pyrI"
"N900_RS02320",54,"HI_1603_BLAST"
"N900_RS03090",54,"gpt"
"N900_RS03310",54,"fadE_1"
"N900_RS03335",54,"upp"
"N900_RS03505",54,"flgL"
"N900_RS03655",54,"mlp24"
"N900_RS03925",54,"yohK_1"
"N900_RS03965",54,"gltA"
"N900_RS04160",54,"dsbe"
"N900_RS04195",54,"grxD"
"N900_RS04375",54,"N900_RS04375"
"N900_RS04815",54,"ihfB"
"N900_RS05265",54,"ald1"
"N900_RS05665",54,"aroA"
"N900_RS05700",54,"N900_RS05700"
"N900_RS06120",54,"membrane protein_6"
"N900_RS06220",54,"ynfM"
"N900_RS06235",54,"ygjP"
"N900_RS06485",54,"macB_2"
"N900_RS06535",54,"glpQ_1"
"N900_RS06810",54,"msrC_BLAST"
"N900_RS06945",54,"N900_RS06945"
"N900_RS07125",54,"ccoS"
"N900_RS07150",54,"N900_RS07150"
"N900_RS07195",54,"N900_RS07195"
"N900_RS07485",54,"yhdY"
"N900_RS07515",54,"diguanylate cyclase_1"
"N900_RS07805",54,"aspC"
"N900_RS07860",54,"ccmE_2"
"N900_RS07885",54,"nreB"
"N900_RS08515",54,"clpA"
"N900_RS08615",54,"N900_RS08615"
"N900_RS08770",54,"oppB"
"N900_RS08800",54,"sasA_6"
"N900_RS09060",54,"udp_1"
"N900_RS09580",54,"vpsH"
"N900_RS09725",54,"lysR"
"N900_RS10490",54,"aceA"
"N900_RS10625",54,"rluD"
"N900_RS10710",54,"murQ_1"
"N900_RS10715",54,"nhaP2_2"
"N900_RS11105",54,"trak"
"N900_RS11160",54,"brxL"
"N900_RS11265",54,"floR"
"N900_RS11435",54,"N900_RS11435"
"N900_RS11695",54,"can"
"N900_RS11700",54,"hpt"
"N900_RS11745",54,"petC"
"N900_RS11850",54,"qorA"
"N900_RS12490",54,"tldD"
"N900_RS12580",54,"MSHA biogenesis protein MshN"
"N900_RS12585",54,"mshM"
"N900_RS12790",54,"bfr"
"N900_RS13500",54,"wavH"
"N900_RS13730",54,"N900_RS13730"
"N900_RS14265",54,"deoD_2"
"N900_RS14280",54,"merr"
"N900_RS14285",54,"phrB_2"
"N900_RS14320",54,"N900_RS14320"
"N900_RS14475",54,"ydgJ"
"N900_RS14910",54,"NAD(P)H-hydrate dehydratase"
"N900_RS15190",54,"antibiotic acetyltransferase_1"
"N900_RS15230",54,"N900_RS15230"
"N900_RS15575",54,"mccF_1"
"N900_RS15790",54,"N900_RS15790"
"N900_RS15865",54,"relE_1"
"N900_RS16215",54,"sbcD"
"N900_RS16255",54,"kup"
"N900_RS16455",54,"N900_RS16455"
"N900_RS16595",54,"putative 2-aminoethylphosphonate ABC transporter ATP-binding protein"
"N900_RS16880",54,"methyl-accepting chemotaxis protein_23"
"N900_RS16965",54,"VC_A0681_BLAST"
"N900_RS17110",54,"dgkA"
"N900_RS17535",54,"creA"
"N900_RS17790",54,"N900_RS17790"
"N900_RS17875",54,"dsdA"
"N900_RS17955",54,"yaeR_BLAST"
"N900_RS18035",54,"methyl-accepting chemotaxis protein_24"
"N900_RS18490",54,"sarZ_2"
"N900_RS19265",54,"preprotein translocase"
"N900_RS00075",53,"N900_RS00075"
"N900_RS00130",53,"ilvA"
"N900_RS00655",53,"membrane protein_2"
"N900_RS01065",53,"dcuA"
"N900_RS01075",53,"N900_RS01075"
"N900_RS01150",53,"maeB"
"N900_RS01280",53,"secB"
"N900_RS01695",53,"elaA"
"N900_RS02675",53,"arcA_2"
"N900_RS02740",53,"yaaA"
"N900_RS03105",53,"proB"
"N900_RS03450",53,"cheR"
"N900_RS03465",53,"flgD"
"N900_RS03550",53,"ychF"
"N900_RS03665",53,"gcvR"
"N900_RS04435",53,"N900_RS04435"
"N900_RS04450",53,"fadH"
"N900_RS04455",53,"purU"
"N900_RS04605",53,"minE"
"N900_RS04670",53,"TauD/TfdA family dioxygenase"
"N900_RS05055",53,"argT"
"N900_RS05270",53,"acoR"
"N900_RS05360",53,"N900_RS05360"
"N900_RS05450",53,"siaP"
"N900_RS05535",53,"zorC"
"N900_RS05575",53,"pqiB"
"N900_RS05610",53,"breR"
"N900_RS05900",53,"sapC"
"N900_RS06060",53,"vesC"
"N900_RS06340",53,"bmr3_1"
"N900_RS06390",53,"ykgB"
"N900_RS06465",53,"appC"
"N900_RS06505",53,"lysr_3"
"N900_RS06800",53,"paraquat-inducible protein A"
"N900_RS06900",53,"N900_RS06900"
"N900_RS07070",53,"HlyD family type I secretion periplasmic adaptor subunit_1"
"N900_RS07075",53,"hlyB"
"N900_RS07110",53,"ccoP"
"N900_RS07250",53,"vceB"
"N900_RS07270",53,"rhlE_1"
"N900_RS07330",53,"mlp13"
"N900_RS07415",53,"hscA_1"
"N900_RS07600",53,"gntR_1"
"N900_RS07605",53,"tripartite tricarboxylate transporter substrate binding protein"
"N900_RS07775",53,"queD"
"N900_RS08060",53,"cobS_1"
"N900_RS08240",53,"hutH"
"N900_RS08280",53,"molecular chaperone DnaJ"
"N900_RS08520",53,"clpS"
"N900_RS08540",53,"hisI"
"N900_RS08680",53,"bioA"
"N900_RS08700",53,"prepilin peptidase_1"
"N900_RS08755",53,"oppF_BLAST"
"N900_RS09415",53,"corc"
"N900_RS09465",53,"rlpa"
"N900_RS10125",53,"class I SAM-dependent methyltransferase_5"
"N900_RS10195",53,"citE"
"N900_RS10225",53,"oadB"
"N900_RS10515",53,"ppk2"
"N900_RS10775",53,"nptA protein"
"N900_RS11465",53,"greA"
"N900_RS11590",53,"phnT"
"N900_RS11655",53,"gluQ"
"N900_RS11975",53,"rpoS"
"N900_RS12445",53,"mdh"
"N900_RS12450",53,"argR"
"N900_RS12630",53,"uvrA"
"N900_RS12710",53,"N900_RS12710"
"N900_RS12960",53,"SLC13 family permease_2"
"N900_RS13175",53,"hcaT"
"N900_RS13235",53,"edd"
"N900_RS13355",53,"VC_0265"
"N900_RS13370",53,"galE"
"N900_RS13600",53,"pyrE"
"N900_RS13640",53,"fhuB"
"N900_RS14070",53,"N900_RS14070"
"N900_RS14360",53,"N900_RS14360"
"N900_RS14410",53,"MFS transporter_3"
"N900_RS14925",53,"potassium channel protein"
"N900_RS14995",53,"VC_A0210_BLAST"
"N900_RS15240",53,"yfiC_2"
"N900_RS15390",53,"N900_RS15390"
"N900_RS15460",53,"rppH_2"
"N900_RS15660",53,"lyse_2"
"N900_RS15885",53,"site-specific DNA-methyltransferase"
"N900_RS15920",53,"Pseudogene_N900_RS15920"
"N900_RS16260",53,"nifJ"
"N900_RS16370",53,"yhjX"
"N900_RS16415",53,"pntA"
"N900_RS16490",53,"N900_RS16490"
"N900_RS16500",53,"bepA_3"
"N900_RS16530",53,"DNA-binding protein_3"
"N900_RS16645",53,"fhs"
"N900_RS16995",53,"fbpc"
"N900_RS17210",53,"N900_RS17210"
"N900_RS17280",53,"glpB"
"N900_RS17575",53,"MaoC family dehydratase"
"N900_RS17765",53,"N900_RS17765"
"N900_RS17850",53,"pbpG"
"N900_RS17890",53,"integrase"
"N900_RS17960",53,"N900_RS17960"
"N900_RS18010",53,"N900_RS18010"
"N900_RS18030",53,"cdar"
"N900_RS18060",53,"exbB1"
"N900_RS18065",53,"exbD1"
"N900_RS18215",53,"malK"
"N900_RS18295",53,"DMT family transporter_2"
"N900_RS18300",53,"gcvA_2"
"N900_RS18380",53,"dmlR"
"N900_RS18790",53,"1-pyrroline-5-carboxylate dehydrogenase"
"N900_RS18910",53,"N900_RS18910"
"N900_RS19185",53,"N900_RS19185"
"N900_RS00460",52,"tatC"
"N900_RS00735",52,"ftsX"
"N900_RS00845",52,"typA"
"N900_RS00850",52,"ATPase"
"N900_RS00870",52,"asma_2"
"N900_RS01235",52,"N900_RS01235"
"N900_RS01310",52,"argC"
"N900_RS02105",52,"glycosyl transferase_1"
"N900_RS02345",52,"tolC"
"N900_RS02660",52,"yhcC_BLAST"
"N900_RS02755",52,"N900_RS02755"
"N900_RS02775",52,"deoD_1"
"N900_RS02785",52,"phosphoserine phosphatase"
"N900_RS02820",52,"lacZ"
"N900_RS02950",52,"ATP-dependent protease"
"N900_RS03055",52,"diguanylate cyclase_4"
"N900_RS03265",52,"padC"
"N900_RS03280",52,"lysm"
"N900_RS03370",52,"chb"
"N900_RS03425",52,"flgP"
"N900_RS03430",52,"flgN"
"N900_RS03695",52,"ArsC family reductase"
"N900_RS03910",52,"N900_RS03910"
"N900_RS03940",52,"ybfF"
"N900_RS04110",52,"parP"
"N900_RS04585",52,"TetR/AcrR family transcriptional regulator_4"
"N900_RS04695",52,"lyse_1"
"N900_RS04755",52,"dctD"
"N900_RS04775",52,"clpP"
"N900_RS04885",52,"N900_RS04885"
"N900_RS05375",52,"transcriptional regulator_2"
"N900_RS05435",52,"nanK"
"N900_RS05600",52,"N900_RS05600"
"N900_RS05730",52,"cmoM"
"N900_RS05760",52,"VC_1711_BLAST"
"N900_RS05970",52,"TIGR01621 family pseudouridine synthase"
"N900_RS06130",52,"rsuA"
"N900_RS06230",52,"glutaredoxin, putative"
"N900_RS06245",52,"N900_RS06245"
"N900_RS06315",52,"N900_RS06315"
"N900_RS06410",52,"dabA_BLAST"
"N900_RS06565",52,"tonB"
"N900_RS06625",52,"NlpC"
"N900_RS07290",52,"cheW"
"N900_RS07960",52,"setA"
"N900_RS07970",52,"rhodanese-related sulfurtransferase"
"N900_RS08050",52,"alpha-ribazole-5'-phosphate phosphatase"
"N900_RS08265",52,"N900_RS08265"
"N900_RS08670",52,"bioF"
"N900_RS08780",52,"ptxB"
"N900_RS08860",52,"chitinase_1"
"N900_RS09000",52,"RNA polymerase sigma factor"
"N900_RS09070",52,"N900_RS09070"
"N900_RS09085",52,"moaE"
"N900_RS09205",52,"purF"
"N900_RS09215",52,"dedD"
"N900_RS09245",52,"nagE"
"N900_RS09265",52,"asnB"
"N900_RS10110",52,"N900_RS10110"
"N900_RS10175",52,"N900_RS10175"
"N900_RS10265",52,"yjcS"
"N900_RS10580",52,"nfsA"
"N900_RS11015",52,"N900_RS11015"
"N900_RS11120",52,"N900_RS11120"
"N900_RS11280",52,"N900_RS11280"
"N900_RS11475",52,"dacB"
"N900_RS11550",52,"dppC_1"
"N900_RS11645",52,"sfsA"
"N900_RS11650",52,"dksA"
"N900_RS11690",52,"bicA"
"N900_RS12140",52,"DeoR/GlpR transcriptional regulator"
"N900_RS12155",52,"argp"
"N900_RS12195",52,"irgB"
"N900_RS12230",52,"gshB"
"N900_RS12285",52,"N900_RS12285"
"N900_RS13165",52,"gppA"
"N900_RS14325",52,"N900_RS14325"
"N900_RS14495",52,"SulP family inorganic anion transporter_2"
"N900_RS14715",52,"peptidase M66"
"N900_RS14745",52,"mnhD"
"N900_RS15070",52,"egtC"
"N900_RS15110",52,"ackA_2"
"N900_RS15160",52,"ulaC"
"N900_RS15265",52,"hdc"
"N900_RS15750",52,"N900_RS15750"
"N900_RS15990",52,"ypeA_3"
"N900_RS16765",52,"mdtA"
"N900_RS16790",52,"cdr"
"N900_RS16860",52,"aer_1"
"N900_RS17100",52,"mgsA"
"N900_RS17525",52,"yieH"
"N900_RS18130",52,"yhaI"
"N900_RS18200",52,"malG"
"N900_RS18240",52,"vpsT"
"N900_RS18445",52,"vcaM"
"N900_RS18460",52,"tetr_2"
"N900_RS18650",52,"pgcA"
"N900_RS18720",52,"LysR family transcriptional regulator_8"
"N900_RS18725",52,"methyl-accepting chemotaxis protein_17"
"N900_RS18735",52,"dmlR_10"
"N900_RS18855",52,"btrV"
"N900_RS19045",52,"N900_RS19045"
"N900_RS19350",52,"transcriptional regulator_3"
"N900_RS19500",52,"Pseudogene_N900_RS19500"
"N900_RS19740",52,"N900_RS19740"
"N900_RS19745",52,"hchA"
"N900_RS00125",51,"acuI"
"N900_RS00185",51,"N900_RS00185"
"N900_RS00710",51,"lysoplasmalogenase_1"
"N900_RS00780",51,"RNA-binding protein"
"N900_RS00815",51,"N900_RS00815"
"N900_RS00855",51,"VC0395_A2314_BLAST"
"N900_RS00970",51,"bioH"
"N900_RS01135",51,"metL"
"N900_RS01175",51,"hslV"
"N900_RS01780",51,"tamb"
"N900_RS02185",51,"nadB"
"N900_RS02225",51,"ribonuclease III"
"N900_RS02640",51,"gltD_1"
"N900_RS02925",51,"csdE"
"N900_RS02955",51,"rpoE_2"
"N900_RS03595",51,"sirB1"
"N900_RS03635",51,"arsC"
"N900_RS03870",51,"epmC"
"N900_RS04060",51,"peptidase, insulinase family"
"N900_RS04175",51,"mlaA"
"N900_RS04200",51,"topB"
"N900_RS04380",51,"pykA_1"
"N900_RS04385",51,"mlc"
"N900_RS04415",51,"yeaD"
"N900_RS04520",51,"yfbR"
"N900_RS04550",51,"menC"
"N900_RS04590",51,"N900_RS04590"
"N900_RS04640",51,"chitinase_2"
"N900_RS04820",51,"lapa"
"N900_RS04835",51,"MiaE"
"N900_RS05035",51,"lpxR"
"N900_RS05560",51,"vexD"
"N900_RS05825",51,"yeeZ"
"N900_RS05880",51,"N900_RS05880"
"N900_RS06020",51,"HlyD family efflux transporter periplasmic adaptor subunit"
"N900_RS06025",51,"sdaC"
"N900_RS06065",51,"sgrR_1"
"N900_RS06085",51,"methyl-accepting chemotaxis protein_8"
"N900_RS06400",51,"ankB protein"
"N900_RS06720",51,"N900_RS06720"
"N900_RS06955",51,"DNA replication protein_1"
"N900_RS07055",51,"toxin-activating lysine-acyltransferase"
"N900_RS07165",51,"potA"
"N900_RS07545",51,"N900_RS07545"
"N900_RS07580",51,"prpF"
"N900_RS07655",51,"N900_RS07655"
"N900_RS07660",51,"nqrM_2"
"N900_RS08370",51,"trpE"
"N900_RS08395",51,"trpA"
"N900_RS08470",51,"DNA transformation protein"
"N900_RS08550",51,"hisA"
"N900_RS08830",51,"ywlC"
"N900_RS08850",51,"YbhB/YbcL family Raf kinase inhibitor-like protein"
"N900_RS08920",51,"sohB"
"N900_RS08990",51,"fadI"
"N900_RS09110",51,"ybhK"
"N900_RS09115",51,"luxu"
"N900_RS09180",51,"VP2110_BLAST"
"N900_RS09290",51,"htpG"
"N900_RS09365",51,"cysZ"
"N900_RS09660",51,"treR"
"N900_RS09885",51,"pilV"
"N900_RS10130",51,"uvrB_2"
"N900_RS10455",51,"secF_1"
"N900_RS10530",51,"pstA_1"
"N900_RS10705",51,"anmK"
"N900_RS10825",51,"vpsR"
"N900_RS10905",51,"trah"
"N900_RS10995",51,"endonuclease"
"N900_RS11060",51,"TrhF"
"N900_RS11135",51,"N900_RS11135"
"N900_RS11540",51,"ABC transporter substrate-binding protein_1"
"N900_RS11640",51,"alpha/beta fold hydrolase"
"N900_RS11825",51,"yfjD"
"N900_RS11835",51,"gshA"
"N900_RS11965",51,"cysM"
"N900_RS12595",51,"mshk"
"N900_RS12695",51,"cysI"
"N900_RS12880",51,"miaA"
"N900_RS13360",51,"rjg"
"N900_RS13550",51,"mutM"
"N900_RS14060",51,"garR"
"N900_RS14765",51,"uspA_2"
