"Gene","Time","Space","logFC","timeNumber","Time_idx","Space_idx"
"N900_RS03625","1h","st",-0.13521,1,1,1
"N900_RS03630","1h","st",2.2593,1,1,1
"N900_RS03635","1h","st",0.95276,1,1,1
"N900_RS03640","1h","st",0.12635,1,1,1
"N900_RS03645","1h","st",0.28126,1,1,1
"N900_RS03650","1h","st",-0.57522,1,1,1
"N900_RS03655","1h","st",3.2411,1,1,1
"N900_RS03660","1h","st",-0.56984,1,1,1
"N900_RS03665","1h","st",0.78252,1,1,1
"N900_RS03675","1h","st",-0.18727,1,1,1
"N900_RS03680","1h","st",0.20134,1,1,1
"N900_RS03685","1h","st",2.9428,1,1,1
"N900_RS03690","1h","st",1.0269,1,1,1
"N900_RS03695","1h","st",0.23461,1,1,1
"N900_RS03700","1h","st",-0.0039482,1,1,1
"N900_RS03705","1h","st",0.19443,1,1,1
"N900_RS03710","1h","st",-0.48801,1,1,1
"N900_RS03715","1h","st",-0.33996,1,1,1
"N900_RS03720","1h","st",-0.26021,1,1,1
"N900_RS03725","1h","st",4.0505,1,1,1
"N900_RS03730","1h","st",-0.82709,1,1,1
"N900_RS03735","1h","st",0.0014235,1,1,1
"N900_RS03740","1h","st",-0.9725,1,1,1
"N900_RS03745","1h","st",-0.45101,1,1,1
"N900_RS03750","1h","st",-0.66368,1,1,1
"N900_RS03755","1h","st",-1.1304,1,1,1
"N900_RS03760","1h","st",-1.359,1,1,1
"N900_RS03765","1h","st",-1.6197,1,1,1
"N900_RS03770","1h","st",3.7417,1,1,1
"N900_RS03775","1h","st",-1.1112,1,1,1
"N900_RS03780","1h","st",2.1257,1,1,1
"N900_RS03785","1h","st",-1.0421,1,1,1
"N900_RS03790","1h","st",2.3326,1,1,1
"N900_RS03795","1h","st",-0.85813,1,1,1
"N900_RS03800","1h","st",1.1292,1,1,1
"N900_RS03805","1h","st",-0.14159,1,1,1
"N900_RS03810","1h","st",-0.18077,1,1,1
"N900_RS03815","1h","st",-1.1656,1,1,1
"N900_RS03820","1h","st",-1.3207,1,1,1
"N900_RS03825","1h","st",-1.3108,1,1,1
"N900_RS03830","1h","st",4.4215,1,1,1
"N900_RS03835","1h","st",-1.3249,1,1,1
"N900_RS03840","1h","st",-1.2616,1,1,1
"N900_RS03845","1h","st",-0.22177,1,1,1
"N900_RS03850","1h","st",-0.41813,1,1,1
"N900_RS03855","1h","st",-0.63943,1,1,1
"N900_RS03860","1h","st",1.96,1,1,1
"N900_RS03865","1h","st",0.3109,1,1,1
"N900_RS03870","1h","st",-0.49885,1,1,1
"N900_RS03875","1h","st",-0.54596,1,1,1
"N900_RS03880","1h","st",0.090415,1,1,1
"N900_RS03885","1h","st",1.1862,1,1,1
"N900_RS03890","1h","st",4.0386,1,1,1
"N900_RS03900","1h","st",-0.44406,1,1,1
"N900_RS03905","1h","st",3.7448,1,1,1
"N900_RS03910","1h","st",0.13563,1,1,1
"N900_RS03915","1h","st",1.2018,1,1,1
"N900_RS03920","1h","st",1.861,1,1,1
"N900_RS03925","1h","st",1.1362,1,1,1
"N900_RS03935","1h","st",0.083456,1,1,1
"N900_RS03940","1h","st",-0.66072,1,1,1
"N900_RS03950","1h","st",0.81614,1,1,1
"N900_RS03955","1h","st",-0.26194,1,1,1
"N900_RS03960","1h","st",-0.14129,1,1,1
"N900_RS03965","1h","st",-0.27692,1,1,1
"N900_RS03970","1h","st",0.32193,1,1,1
"N900_RS03975","1h","st",1.0137,1,1,1
"N900_RS03980","1h","st",0.30221,1,1,1
"N900_RS03985","1h","st",0.41241,1,1,1
"N900_RS03990","1h","st",2.6074,1,1,1
"N900_RS03995","1h","st",3.1303,1,1,1
"N900_RS04000","1h","st",-0.10162,1,1,1
"N900_RS04005","1h","st",-0.37926,1,1,1
"N900_RS04010","1h","st",0.48318,1,1,1
"N900_RS04015","1h","st",-0.57151,1,1,1
"N900_RS04020","1h","st",4.2981,1,1,1
"N900_RS04025","1h","st",4.0654e-05,1,1,1
"N900_RS04030","1h","st",-0.28907,1,1,1
"N900_RS04035","1h","st",0.18027,1,1,1
"N900_RS04040","1h","st",2.6634,1,1,1
"N900_RS04045","1h","st",5.2083,1,1,1
"N900_RS04055","1h","st",0.036466,1,1,1
"N900_RS04060","1h","st",-0.48433,1,1,1
"N900_RS04065","1h","st",1.1701,1,1,1
"N900_RS04070","1h","st",2.0445,1,1,1
"N900_RS04075","1h","st",0.57488,1,1,1
"N900_RS04080","1h","st",0.58904,1,1,1
"N900_RS04085","1h","st",-0.52646,1,1,1
"N900_RS04090","1h","st",0.36671,1,1,1
"N900_RS04095","1h","st",-0.69647,1,1,1
"N900_RS04100","1h","st",0.72589,1,1,1
"N900_RS04105","1h","st",-0.56271,1,1,1
"N900_RS04110","1h","st",-0.60652,1,1,1
"N900_RS04115","1h","st",-0.91741,1,1,1
"N900_RS04120","1h","st",5.0441,1,1,1
"N900_RS04125","1h","st",-1.288,1,1,1
"N900_RS04130","1h","st",-0.37336,1,1,1
"N900_RS04135","1h","st",-1.0384,1,1,1
"N900_RS04140","1h","st",0.34029,1,1,1
"N900_RS04145","1h","st",0.56407,1,1,1
"N900_RS04150","1h","st",0.85718,1,1,1
"N900_RS04155","1h","st",-0.075671,1,1,1
"N900_RS04160","1h","st",-0.93666,1,1,1
"N900_RS04165","1h","st",1.3101,1,1,1
"N900_RS04170","1h","st",0.38457,1,1,1
"N900_RS04175","1h","st",3.8311,1,1,1
"N900_RS04180","1h","st",0.32043,1,1,1
"N900_RS04185","1h","st",-0.81023,1,1,1
"N900_RS04190","1h","st",1.1626,1,1,1
"N900_RS04195","1h","st",-0.51913,1,1,1
"N900_RS04200","1h","st",-0.4601,1,1,1
"N900_RS04205","1h","st",-0.057173,1,1,1
"N900_RS04225","1h","st",-0.075685,1,1,1
"N900_RS04230","1h","st",-0.070702,1,1,1
"N900_RS04235","1h","st",0.78816,1,1,1
"N900_RS04240","1h","st",0.17208,1,1,1
"N900_RS04245","1h","st",4.2024,1,1,1
"N900_RS04250","1h","st",-0.69548,1,1,1
"N900_RS04255","1h","st",1.8747,1,1,1
"N900_RS04260","1h","st",3.0111,1,1,1
"N900_RS04265","1h","st",0.078165,1,1,1
"N900_RS04270","1h","st",0.99254,1,1,1
"N900_RS04275","1h","st",-0.28612,1,1,1
"N900_RS04285","1h","st",-0.46893,1,1,1
"N900_RS04290","1h","st",0.83618,1,1,1
"N900_RS04295","1h","st",3.9139,1,1,1
"N900_RS04300","1h","st",-0.53992,1,1,1
"N900_RS04305","1h","st",-0.28021,1,1,1
"N900_RS04310","1h","st",0.50945,1,1,1
"N900_RS04330","1h","st",-1.1027,1,1,1
"N900_RS04335","1h","st",0.056903,1,1,1
"N900_RS04340","1h","st",-0.12474,1,1,1
"N900_RS04350","1h","st",3.3157,1,1,1
"N900_RS04355","1h","st",2.684,1,1,1
"N900_RS04360","1h","st",0.93945,1,1,1
"N900_RS04365","1h","st",-0.14334,1,1,1
"N900_RS04370","1h","st",0.63792,1,1,1
"N900_RS04375","1h","st",-0.96241,1,1,1
"N900_RS04380","1h","st",-0.43384,1,1,1
"N900_RS04385","1h","st",3.1209,1,1,1
"N900_RS04390","1h","st",0.056867,1,1,1
"N900_RS04395","1h","st",3.2471,1,1,1
"N900_RS04400","1h","st",-0.32248,1,1,1
"N900_RS04405","1h","st",0.61993,1,1,1
"N900_RS04410","1h","st",-0.24812,1,1,1
"N900_RS04415","1h","st",1.7655,1,1,1
"N900_RS04425","1h","st",3.3842,1,1,1
"N900_RS04430","1h","st",-0.43303,1,1,1
"N900_RS04435","1h","st",0.58002,1,1,1
"N900_RS04440","1h","st",2.1555,1,1,1
"N900_RS04445","1h","st",0.28258,1,1,1
"N900_RS04450","1h","st",2.6039,1,1,1
"N900_RS04455","1h","st",3.5332,1,1,1
"N900_RS04465","1h","st",0.58033,1,1,1
"N900_RS04480","1h","st",3.4658,1,1,1
"N900_RS04485","1h","st",-0.4545,1,1,1
"N900_RS04490","1h","st",2.6217,1,1,1
"N900_RS04495","1h","st",-0.36362,1,1,1
"N900_RS04500","1h","st",1.4472,1,1,1
"N900_RS04505","1h","st",3.6359,1,1,1
"N900_RS04510","1h","st",-1.1879,1,1,1
"N900_RS04515","1h","st",-0.37139,1,1,1
"N900_RS04520","1h","st",-0.26286,1,1,1
"N900_RS04525","1h","st",1.4421,1,1,1
"N900_RS04530","1h","st",0.29125,1,1,1
"N900_RS04535","1h","st",-0.44479,1,1,1
"N900_RS04540","1h","st",-0.31309,1,1,1
"N900_RS04545","1h","st",4.6414,1,1,1
"N900_RS04550","1h","st",-0.26356,1,1,1
"N900_RS04555","1h","st",-0.7273,1,1,1
"N900_RS04560","1h","st",-0.21772,1,1,1
"N900_RS04565","1h","st",-0.28993,1,1,1
"N900_RS04570","1h","st",4.1125,1,1,1
"N900_RS04580","1h","st",0.54684,1,1,1
"N900_RS04585","1h","st",-0.070015,1,1,1
"N900_RS04590","1h","st",-0.90012,1,1,1
"N900_RS04595","1h","st",0.00070726,1,1,1
"N900_RS04600","1h","st",0.8369,1,1,1
"N900_RS04605","1h","st",-1.3431,1,1,1
"N900_RS04610","1h","st",0.12698,1,1,1
"N900_RS04615","1h","st",-1.0557,1,1,1
"N900_RS04620","1h","st",2.1365,1,1,1
"N900_RS04625","1h","st",-0.54846,1,1,1
"N900_RS04630","1h","st",3.3831,1,1,1
"N900_RS04635","1h","st",-0.16856,1,1,1
"N900_RS04640","1h","st",-0.12043,1,1,1
"N900_RS04645","1h","st",-0.34746,1,1,1
"N900_RS04650","1h","st",1.6576,1,1,1
"N900_RS04655","1h","st",-0.43861,1,1,1
"N900_RS04660","1h","st",-0.45301,1,1,1
"N900_RS04665","1h","st",-0.49434,1,1,1
"N900_RS04670","1h","st",1.1943,1,1,1
"N900_RS04675","1h","st",5.781,1,1,1
"N900_RS04685","1h","st",-0.52266,1,1,1
"N900_RS04690","1h","st",3.0043,1,1,1
"N900_RS04695","1h","st",1.8923,1,1,1
"N900_RS04700","1h","st",0.3468,1,1,1
"N900_RS04705","1h","st",-0.11628,1,1,1
"N900_RS04715","1h","st",-0.24851,1,1,1
"N900_RS04720","1h","st",-0.41248,1,1,1
"N900_RS04725","1h","st",0.44435,1,1,1
"N900_RS04730","1h","st",0.4789,1,1,1
"N900_RS04735","1h","st",-0.70514,1,1,1
"N900_RS04740","1h","st",0.10843,1,1,1
"N900_RS04745","1h","st",-0.58592,1,1,1
"N900_RS04750","1h","st",0.44064,1,1,1
"N900_RS04755","1h","st",-1.0334,1,1,1
"N900_RS04760","1h","st",-0.46798,1,1,1
"N900_RS04765","1h","st",0.11257,1,1,1
"N900_RS04770","1h","st",-0.78854,1,1,1
"N900_RS04775","1h","st",2.3705,1,1,1
"N900_RS04780","1h","st",3.9012,1,1,1
"N900_RS04785","1h","st",1.1251,1,1,1
"N900_RS04795","1h","st",-0.95732,1,1,1
"N900_RS04800","1h","st",0.69834,1,1,1
"N900_RS04815","1h","st",0.48919,1,1,1
"N900_RS04820","1h","st",0.28851,1,1,1
"N900_RS04830","1h","st",3.2487,1,1,1
"N900_RS04835","1h","st",2.297,1,1,1
"N900_RS04840","1h","st",2.1733,1,1,1
"N900_RS04845","1h","st",2.092,1,1,1
"N900_RS04850","1h","st",2.0266,1,1,1
"N900_RS04855","1h","st",0.3295,1,1,1
"N900_RS04860","1h","st",3.7475,1,1,1
"N900_RS04870","1h","st",-1.9219,1,1,1
"N900_RS04875","1h","st",0.084121,1,1,1
"N900_RS04880","1h","st",1.5259,1,1,1
"N900_RS04885","1h","st",0.31177,1,1,1
"N900_RS04890","1h","st",-0.681,1,1,1
"N900_RS04895","1h","st",0.26579,1,1,1
"N900_RS04900","1h","st",-0.12899,1,1,1
"N900_RS04905","1h","st",0.72467,1,1,1
"N900_RS04910","1h","st",-0.24685,1,1,1
"N900_RS04915","1h","st",-0.66844,1,1,1
"N900_RS04920","1h","st",0.95047,1,1,1
"N900_RS04925","1h","st",1.3493,1,1,1
"N900_RS04930","1h","st",-0.14335,1,1,1
"N900_RS04935","1h","st",-0.14878,1,1,1
"N900_RS04940","1h","st",0.67701,1,1,1
"N900_RS04945","1h","st",-1.2461,1,1,1
"N900_RS04950","1h","st",-1.0624,1,1,1
"N900_RS04970","1h","st",0.029809,1,1,1
"N900_RS04975","1h","st",-0.662,1,1,1
"N900_RS04990","1h","st",-0.544,1,1,1
"N900_RS05000","1h","st",-0.57261,1,1,1
"N900_RS05005","1h","st",-0.45606,1,1,1
"N900_RS05010","1h","st",4.9614,1,1,1
"N900_RS05015","1h","st",0.38891,1,1,1
"N900_RS05020","1h","st",5.4084,1,1,1
"N900_RS05025","1h","st",0.13117,1,1,1
"N900_RS05030","1h","st",-0.79956,1,1,1
"N900_RS05035","1h","st",-0.16466,1,1,1
"N900_RS05040","1h","st",0.75847,1,1,1
"N900_RS05045","1h","st",0.12529,1,1,1
"N900_RS05050","1h","st",0.56503,1,1,1
"N900_RS05055","1h","st",2.9613,1,1,1
"N900_RS05060","1h","st",0.94991,1,1,1
"N900_RS05065","1h","st",-0.0016909,1,1,1
"N900_RS05070","1h","st",0.82046,1,1,1
"N900_RS05075","1h","st",0.93612,1,1,1
"N900_RS05080","1h","st",-0.84637,1,1,1
"N900_RS05085","1h","st",-0.35644,1,1,1
"N900_RS05090","1h","st",-1.1801,1,1,1
"N900_RS05095","1h","st",-0.53173,1,1,1
"N900_RS05100","1h","st",-0.18195,1,1,1
"N900_RS05105","1h","st",-0.28896,1,1,1
"N900_RS05110","1h","st",0.083187,1,1,1
"N900_RS05115","1h","st",-0.1205,1,1,1
"N900_RS05135","1h","st",-0.31294,1,1,1
"N900_RS05140","1h","st",-0.56589,1,1,1
"N900_RS05145","1h","st",0.87111,1,1,1
"N900_RS05150","1h","st",2.4055,1,1,1
"N900_RS05155","1h","st",2.4225,1,1,1
"N900_RS05165","1h","st",4.8836,1,1,1
"N900_RS05170","1h","st",-0.40395,1,1,1
"N900_RS05175","1h","st",2.5976,1,1,1
"N900_RS05180","1h","st",0.98949,1,1,1
"N900_RS05185","1h","st",1.21,1,1,1
"N900_RS05190","1h","st",1.3704,1,1,1
"N900_RS05195","1h","st",3.1867,1,1,1
"N900_RS05200","1h","st",2.2884,1,1,1
"N900_RS05205","1h","st",-0.29596,1,1,1
"N900_RS05210","1h","st",3.4612,1,1,1
"N900_RS05215","1h","st",0.11132,1,1,1
"N900_RS05220","1h","st",-0.12784,1,1,1
"N900_RS05225","1h","st",-0.77404,1,1,1
"N900_RS05230","1h","st",0.63052,1,1,1
"N900_RS05235","1h","st",0.00065732,1,1,1
"N900_RS05240","1h","st",-1.085,1,1,1
"N900_RS05245","1h","st",2.6525,1,1,1
"N900_RS05250","1h","st",-0.6312,1,1,1
"N900_RS05255","1h","st",-0.34256,1,1,1
"N900_RS05260","1h","st",-1.5424,1,1,1
"N900_RS05265","1h","st",2.6097,1,1,1
"N900_RS05270","1h","st",1.7542,1,1,1
"N900_RS05275","1h","st",1.8909,1,1,1
"N900_RS05280","1h","st",0.38103,1,1,1
"N900_RS05285","1h","st",-0.29066,1,1,1
"N900_RS05290","1h","st",-0.7064,1,1,1
"N900_RS05295","1h","st",3.2364,1,1,1
"N900_RS05300","1h","st",0.47242,1,1,1
"N900_RS05305","1h","st",2.069,1,1,1
"N900_RS05310","1h","st",-0.49733,1,1,1
"N900_RS05315","1h","st",-0.9927,1,1,1
"N900_RS05320","1h","st",-0.60428,1,1,1
"N900_RS05330","1h","st",3.7373,1,1,1
"N900_RS05340","1h","st",2.1933,1,1,1
"N900_RS05345","1h","st",-0.38757,1,1,1
"N900_RS05350","1h","st",-0.71581,1,1,1
"N900_RS05355","1h","st",0.032412,1,1,1
"N900_RS05360","1h","st",-0.57628,1,1,1
"N900_RS05365","1h","st",0.82398,1,1,1
"N900_RS05370","1h","st",2.7372,1,1,1
"N900_RS05375","1h","st",3.1278,1,1,1
"N900_RS05380","1h","st",0.038277,1,1,1
"N900_RS05385","1h","st",-0.20862,1,1,1
"N900_RS05390","1h","st",2.2962,1,1,1
"N900_RS05395","1h","st",3.7472,1,1,1
"N900_RS05415","1h","st",2.3583,1,1,1
"N900_RS05420","1h","st",0.11356,1,1,1
"N900_RS05425","1h","st",1.1609,1,1,1
"N900_RS05430","1h","st",2.642,1,1,1
"N900_RS05435","1h","st",-0.17191,1,1,1
"N900_RS05440","1h","st",2.5653,1,1,1
"N900_RS05445","1h","st",5.3843,1,1,1
"N900_RS05450","1h","st",0.50719,1,1,1
"N900_RS05455","1h","st",-0.22684,1,1,1
"N900_RS05460","1h","st",-0.6399,1,1,1
"N900_RS05465","1h","st",1.4591,1,1,1
"N900_RS05470","1h","st",-0.006312,1,1,1
"N900_RS05475","1h","st",1.8733,1,1,1
"N900_RS05480","1h","st",1.5288,1,1,1
"N900_RS05485","1h","st",-0.86272,1,1,1
"N900_RS05490","1h","st",1.6575,1,1,1
"N900_RS05495","1h","st",-0.055863,1,1,1
"N900_RS05500","1h","st",0.59538,1,1,1
"N900_RS05505","1h","st",2.7004,1,1,1
"N900_RS05510","1h","st",4.0893,1,1,1
"N900_RS05515","1h","st",-0.29566,1,1,1
"N900_RS05520","1h","st",3.8708,1,1,1
"N900_RS05525","1h","st",3.5171,1,1,1
"N900_RS05530","1h","st",-0.17045,1,1,1
"N900_RS05535","1h","st",0.44482,1,1,1
"N900_RS05540","1h","st",-0.82488,1,1,1
"N900_RS05545","1h","st",-0.62521,1,1,1
"N900_RS05550","1h","st",-0.64572,1,1,1
"N900_RS05560","1h","st",-0.8752,1,1,1
"N900_RS05565","1h","st",1.2151,1,1,1
"N900_RS05570","1h","st",-0.28906,1,1,1
"N900_RS05575","1h","st",-0.89683,1,1,1
"N900_RS05580","1h","st",5.1871,1,1,1
"N900_RS05585","1h","st",3.3312,1,1,1
"N900_RS05590","1h","st",4.2441,1,1,1
"N900_RS05595","1h","st",4.723,1,1,1
"N900_RS05600","1h","st",0.70822,1,1,1
"N900_RS05610","1h","st",0.5023,1,1,1
"N900_RS05615","1h","st",-0.64003,1,1,1
"N900_RS05620","1h","st",-1.0102,1,1,1
"N900_RS05625","1h","st",3.0533,1,1,1
"N900_RS05630","1h","st",2.9429,1,1,1
"N900_RS05635","1h","st",0.60575,1,1,1
"N900_RS05650","1h","st",-0.47735,1,1,1
"N900_RS05655","1h","st",2.6231,1,1,1
"N900_RS05660","1h","st",0.093054,1,1,1
"N900_RS05665","1h","st",-0.32757,1,1,1
"N900_RS05670","1h","st",-0.6508,1,1,1
"N900_RS05680","1h","st",-0.054234,1,1,1
"N900_RS05685","1h","st",-0.29981,1,1,1
"N900_RS05690","1h","st",0.58455,1,1,1
"N900_RS05695","1h","st",0.62319,1,1,1
"N900_RS05700","1h","st",2.5861,1,1,1
"N900_RS05705","1h","st",-0.042876,1,1,1
"N900_RS05710","1h","st",-0.79556,1,1,1
"N900_RS05715","1h","st",3.0819,1,1,1
"N900_RS05720","1h","st",3.8875,1,1,1
"N900_RS05725","1h","st",-0.29154,1,1,1
"N900_RS05730","1h","st",-0.27315,1,1,1
"N900_RS05735","1h","st",-1.1231,1,1,1
"N900_RS05740","1h","st",-1.3081,1,1,1
"N900_RS05745","1h","st",2.1181,1,1,1
"N900_RS05750","1h","st",3.8402,1,1,1
"N900_RS05755","1h","st",-0.25687,1,1,1
"N900_RS05760","1h","st",-0.73834,1,1,1
"N900_RS05765","1h","st",3.4424,1,1,1
"N900_RS05770","1h","st",-0.41385,1,1,1
"N900_RS05775","1h","st",0.32436,1,1,1
"N900_RS05780","1h","st",0.76117,1,1,1
"N900_RS05785","1h","st",1.0926,1,1,1
"N900_RS05790","1h","st",-0.66711,1,1,1
"N900_RS05795","1h","st",1.7336,1,1,1
"N900_RS05800","1h","st",-0.79155,1,1,1
"N900_RS05805","1h","st",-0.33406,1,1,1
"N900_RS05810","1h","st",0.64051,1,1,1
"N900_RS05815","1h","st",1.1525,1,1,1
"N900_RS05820","1h","st",-1.126,1,1,1
"N900_RS05825","1h","st",-0.50671,1,1,1
"N900_RS05830","1h","st",-0.22802,1,1,1
"N900_RS05835","1h","st",2.8902,1,1,1
"N900_RS05840","1h","st",2.9786,1,1,1
"N900_RS05845","1h","st",-0.2606,1,1,1
"N900_RS05850","1h","st",2.9022,1,1,1
"N900_RS05855","1h","st",-0.026948,1,1,1
"N900_RS05860","1h","st",1.9541,1,1,1
"N900_RS05865","1h","st",-0.039896,1,1,1
"N900_RS05870","1h","st",0.28941,1,1,1
"N900_RS05875","1h","st",2.1561,1,1,1
"N900_RS05880","1h","st",1.5045,1,1,1
"N900_RS05885","1h","st",-0.28613,1,1,1
"N900_RS05890","1h","st",2.8422,1,1,1
"N900_RS05895","1h","st",1.2729,1,1,1
"N900_RS05900","1h","st",1.2407,1,1,1
"N900_RS05905","1h","st",0.60828,1,1,1
"N900_RS05910","1h","st",-0.73005,1,1,1
"N900_RS05915","1h","st",3.3517,1,1,1
"N900_RS05920","1h","st",-1.1452,1,1,1
"N900_RS05925","1h","st",-0.18689,1,1,1
"N900_RS05930","1h","st",-0.5877,1,1,1
"N900_RS05935","1h","st",0.084414,1,1,1
"N900_RS05940","1h","st",3.3554,1,1,1
"N900_RS05945","1h","st",-0.6323,1,1,1
"N900_RS05950","1h","st",1.4267,1,1,1
"N900_RS05955","1h","st",-0.6018,1,1,1
"N900_RS05960","1h","st",-0.16544,1,1,1
"N900_RS05965","1h","st",3.142,1,1,1
"N900_RS05970","1h","st",0.2412,1,1,1
"N900_RS05975","1h","st",0.87741,1,1,1
"N900_RS05980","1h","st",1.8269,1,1,1
"N900_RS05985","1h","st",-1.0114,1,1,1
"N900_RS05990","1h","st",-0.33447,1,1,1
"N900_RS05995","1h","st",2.5722,1,1,1
"N900_RS06000","1h","st",0.094711,1,1,1
"N900_RS06005","1h","st",2.2577,1,1,1
"N900_RS06010","1h","st",-0.093794,1,1,1
"N900_RS06015","1h","st",0.88862,1,1,1
"N900_RS06020","1h","st",-0.6512,1,1,1
"N900_RS06025","1h","st",0.51821,1,1,1
"N900_RS06030","1h","st",4.2337,1,1,1
"N900_RS06035","1h","st",-0.74736,1,1,1
"N900_RS06040","1h","st",0.59785,1,1,1
"N900_RS06045","1h","st",1.7516,1,1,1
"N900_RS06050","1h","st",0.63582,1,1,1
"N900_RS06055","1h","st",1.8745,1,1,1
"N900_RS06060","1h","st",1.2606,1,1,1
"N900_RS06065","1h","st",-0.50417,1,1,1
"N900_RS06070","1h","st",-0.1203,1,1,1
"N900_RS06080","1h","st",-0.43425,1,1,1
"N900_RS06085","1h","st",0.49565,1,1,1
"N900_RS06090","1h","st",-0.47146,1,1,1
"N900_RS06095","1h","st",1.2165,1,1,1
"N900_RS06100","1h","st",-0.4117,1,1,1
"N900_RS06110","1h","st",1.6181,1,1,1
"N900_RS06120","1h","st",0.13687,1,1,1
"N900_RS06125","1h","st",-1.2529,1,1,1
"N900_RS06130","1h","st",-0.42843,1,1,1
"N900_RS06135","1h","st",1.693,1,1,1
"N900_RS06140","1h","st",-0.17079,1,1,1
"N900_RS06145","1h","st",1.3743,1,1,1
"N900_RS06150","1h","st",-1.3098,1,1,1
"N900_RS06155","1h","st",0.011283,1,1,1
"N900_RS06160","1h","st",1.8456,1,1,1
"N900_RS06165","1h","st",3.1916,1,1,1
"N900_RS06170","1h","st",0.28255,1,1,1
"N900_RS06175","1h","st",0.31699,1,1,1
"N900_RS06180","1h","st",3.8578,1,1,1
"N900_RS06185","1h","st",2.1787,1,1,1
"N900_RS06190","1h","st",-0.14082,1,1,1
"N900_RS06195","1h","st",4.3725,1,1,1
"N900_RS06200","1h","st",2.2095,1,1,1
"N900_RS06210","1h","st",2.5681,1,1,1
"N900_RS06215","1h","st",2.3583,1,1,1
"N900_RS06220","1h","st",-0.55502,1,1,1
"N900_RS06225","1h","st",0.55362,1,1,1
"N900_RS06230","1h","st",0.46468,1,1,1
"N900_RS06235","1h","st",0.059918,1,1,1
"N900_RS06240","1h","st",-0.18933,1,1,1
"N900_RS06245","1h","st",-1.5949,1,1,1
"N900_RS06250","1h","st",0.20683,1,1,1
"N900_RS06255","1h","st",2.3063,1,1,1
"N900_RS06260","1h","st",0.4175,1,1,1
"N900_RS06265","1h","st",-0.29498,1,1,1
"N900_RS06270","1h","st",-0.62358,1,1,1
"N900_RS06275","1h","st",0.090361,1,1,1
"N900_RS06280","1h","st",-2.5678,1,1,1
"N900_RS06285","1h","st",0.57322,1,1,1
"N900_RS06290","1h","st",-0.20647,1,1,1
"N900_RS06295","1h","st",1.3941,1,1,1
"N900_RS06300","1h","st",0.92434,1,1,1
"N900_RS06305","1h","st",0.46565,1,1,1
"N900_RS06310","1h","st",2.7775,1,1,1
"N900_RS06315","1h","st",0.16844,1,1,1
"N900_RS06320","1h","st",-1.1146,1,1,1
"N900_RS06335","1h","st",-0.31184,1,1,1
"N900_RS06340","1h","st",2.5024,1,1,1
"N900_RS06345","1h","st",-1.7002,1,1,1
"N900_RS06350","1h","st",-1.0916,1,1,1
"N900_RS06355","1h","st",0.087131,1,1,1
"N900_RS06360","1h","st",1.5083,1,1,1
"N900_RS06365","1h","st",0.65655,1,1,1
"N900_RS06370","1h","st",4.5641,1,1,1
"N900_RS06375","1h","st",0.31022,1,1,1
"N900_RS06385","1h","st",-0.66633,1,1,1
"N900_RS06390","1h","st",-0.82661,1,1,1
"N900_RS06395","1h","st",-0.12588,1,1,1
"N900_RS06400","1h","st",-0.94908,1,1,1
"N900_RS06405","1h","st",-0.68544,1,1,1
"N900_RS06410","1h","st",3.2424,1,1,1
"N900_RS06415","1h","st",1.196,1,1,1
"N900_RS06420","1h","st",-1.0118,1,1,1
"N900_RS06425","1h","st",0.085106,1,1,1
"N900_RS06430","1h","st",-0.65917,1,1,1
"N900_RS06435","1h","st",3.3674,1,1,1
"N900_RS06440","1h","st",-0.7456,1,1,1
"N900_RS06445","1h","st",1.8722,1,1,1
"N900_RS06450","1h","st",0.37911,1,1,1
"N900_RS06455","1h","st",-0.24917,1,1,1
"N900_RS06460","1h","st",-1.103,1,1,1
"N900_RS06465","1h","st",2.5281,1,1,1
"N900_RS06470","1h","st",-0.27775,1,1,1
"N900_RS06475","1h","st",4.9901,1,1,1
"N900_RS06480","1h","st",-0.48826,1,1,1
"N900_RS06485","1h","st",3.1259,1,1,1
"N900_RS06490","1h","st",0.68844,1,1,1
"N900_RS06495","1h","st",3.2503,1,1,1
"N900_RS06500","1h","st",-0.64541,1,1,1
"N900_RS06505","1h","st",0.4857,1,1,1
"N900_RS06510","1h","st",0.59263,1,1,1
"N900_RS06515","1h","st",-0.51256,1,1,1
"N900_RS06520","1h","st",-0.58127,1,1,1
"N900_RS06525","1h","st",1.3246,1,1,1
"N900_RS06530","1h","st",1.5748,1,1,1
"N900_RS06535","1h","st",-1.0578,1,1,1
"N900_RS06540","1h","st",-0.94196,1,1,1
"N900_RS06545","1h","st",0.047253,1,1,1
"N900_RS06550","1h","st",-0.85746,1,1,1
"N900_RS06555","1h","st",-0.10881,1,1,1
"N900_RS06560","1h","st",-1.3901,1,1,1
"N900_RS06565","1h","st",1.1334,1,1,1
"N900_RS06570","1h","st",-0.76288,1,1,1
"N900_RS06575","1h","st",-0.39571,1,1,1
"N900_RS06580","1h","st",-0.052309,1,1,1
"N900_RS06585","1h","st",2.707,1,1,1
"N900_RS06590","1h","st",-0.055692,1,1,1
"N900_RS06595","1h","st",-0.67142,1,1,1
"N900_RS06600","1h","st",0.4072,1,1,1
"N900_RS06605","1h","st",0.27051,1,1,1
"N900_RS06610","1h","st",1.6601,1,1,1
"N900_RS06615","1h","st",-0.66939,1,1,1
"N900_RS06620","1h","st",2.6314,1,1,1
"N900_RS06625","1h","st",1.9349,1,1,1
