"Gene","Time","Space","logFC","timeNumber","Time_idx","Space_idx"
"N900_RS07705","24h","SI1",0.46874,24,5,2
"N900_RS07710","24h","SI1",1.3489,24,5,2
"N900_RS07715","24h","SI1",-0.21757,24,5,2
"N900_RS07720","24h","SI1",-0.57537,24,5,2
"N900_RS07725","24h","SI1",-0.4773,24,5,2
"N900_RS07730","24h","SI1",-0.37578,24,5,2
"N900_RS07735","24h","SI1",0.27042,24,5,2
"N900_RS07740","24h","SI1",1.2936,24,5,2
"N900_RS07745","24h","SI1",1.5063,24,5,2
"N900_RS07750","24h","SI1",-1.1775,24,5,2
"N900_RS07755","24h","SI1",0.35053,24,5,2
"N900_RS07760","24h","SI1",0.83966,24,5,2
"N900_RS07765","24h","SI1",1.8446,24,5,2
"N900_RS07770","24h","SI1",-0.48161,24,5,2
"N900_RS07775","24h","SI1",-0.63385,24,5,2
"N900_RS07780","24h","SI1",0.3704,24,5,2
"N900_RS07790","24h","SI1",-0.50835,24,5,2
"N900_RS07795","24h","SI1",2.6765,24,5,2
"N900_RS07800","24h","SI1",-0.22151,24,5,2
"N900_RS07805","24h","SI1",0.016785,24,5,2
"N900_RS07810","24h","SI1",3.1187,24,5,2
"N900_RS07815","24h","SI1",1.1795,24,5,2
"N900_RS07820","24h","SI1",2.6088,24,5,2
"N900_RS07825","24h","SI1",-2.806,24,5,2
"N900_RS07830","24h","SI1",1.0605,24,5,2
"N900_RS07835","24h","SI1",2.9035,24,5,2
"N900_RS07840","24h","SI1",0.58671,24,5,2
"N900_RS07845","24h","SI1",0.77909,24,5,2
"N900_RS07850","24h","SI1",0.99374,24,5,2
"N900_RS07855","24h","SI1",-0.47352,24,5,2
"N900_RS07860","24h","SI1",-0.6844,24,5,2
"N900_RS07865","24h","SI1",1.1028,24,5,2
"N900_RS07870","24h","SI1",0.77261,24,5,2
"N900_RS07875","24h","SI1",1.7523,24,5,2
"N900_RS07880","24h","SI1",1.382,24,5,2
"N900_RS07885","24h","SI1",-0.18054,24,5,2
"N900_RS07890","24h","SI1",0.97973,24,5,2
"N900_RS07900","24h","SI1",-0.58379,24,5,2
"N900_RS07905","24h","SI1",3.0459,24,5,2
"N900_RS07910","24h","SI1",1.2501,24,5,2
"N900_RS07915","24h","SI1",-0.52582,24,5,2
"N900_RS07920","24h","SI1",-2.8092,24,5,2
"N900_RS07925","24h","SI1",-0.048497,24,5,2
"N900_RS07930","24h","SI1",2.1046,24,5,2
"N900_RS07935","24h","SI1",-0.40074,24,5,2
"N900_RS07940","24h","SI1",0.13588,24,5,2
"N900_RS07945","24h","SI1",0.64049,24,5,2
"N900_RS07950","24h","SI1",2.2071,24,5,2
"N900_RS07955","24h","SI1",1.4861,24,5,2
"N900_RS07960","24h","SI1",1.459,24,5,2
"N900_RS07965","24h","SI1",0.1532,24,5,2
"N900_RS07970","24h","SI1",0.62618,24,5,2
"N900_RS07995","24h","SI1",-1.4651,24,5,2
"N900_RS08005","24h","SI1",-0.38192,24,5,2
"N900_RS08010","24h","SI1",-0.11731,24,5,2
"N900_RS08015","24h","SI1",0.28662,24,5,2
"N900_RS08020","24h","SI1",1.0878,24,5,2
"N900_RS08025","24h","SI1",1.5186,24,5,2
"N900_RS08035","24h","SI1",1.9775,24,5,2
"N900_RS08040","24h","SI1",0.80498,24,5,2
"N900_RS08045","24h","SI1",2.8227,24,5,2
"N900_RS08050","24h","SI1",1.3301,24,5,2
"N900_RS08055","24h","SI1",1.1364,24,5,2
"N900_RS08060","24h","SI1",2.7139,24,5,2
"N900_RS08065","24h","SI1",1.6629,24,5,2
"N900_RS08070","24h","SI1",0.71081,24,5,2
"N900_RS08075","24h","SI1",1.7994,24,5,2
"N900_RS08080","24h","SI1",1.8924,24,5,2
"N900_RS08085","24h","SI1",-0.12521,24,5,2
"N900_RS08090","24h","SI1",1.3737,24,5,2
"N900_RS08095","24h","SI1",0.35302,24,5,2
"N900_RS08100","24h","SI1",0.42487,24,5,2
"N900_RS08105","24h","SI1",2.0404,24,5,2
"N900_RS08110","24h","SI1",0.080503,24,5,2
"N900_RS08115","24h","SI1",2.2829,24,5,2
"N900_RS08120","24h","SI1",1.7617,24,5,2
"N900_RS08125","24h","SI1",-0.79753,24,5,2
"N900_RS08130","24h","SI1",-0.6874,24,5,2
"N900_RS08145","24h","SI1",1.047,24,5,2
"N900_RS08150","24h","SI1",0.0020031,24,5,2
"N900_RS08175","24h","SI1",2.5059,24,5,2
"N900_RS08180","24h","SI1",0.11819,24,5,2
"N900_RS08185","24h","SI1",-2.1481,24,5,2
"N900_RS08190","24h","SI1",0.6462,24,5,2
"N900_RS08195","24h","SI1",1.3328,24,5,2
"N900_RS08200","24h","SI1",0.98643,24,5,2
"N900_RS08205","24h","SI1",0.54673,24,5,2
"N900_RS08210","24h","SI1",0.71202,24,5,2
"N900_RS08215","24h","SI1",-0.42779,24,5,2
"N900_RS08220","24h","SI1",1.4549,24,5,2
"N900_RS08225","24h","SI1",-0.48689,24,5,2
"N900_RS08230","24h","SI1",0.81662,24,5,2
"N900_RS08235","24h","SI1",0.17287,24,5,2
"N900_RS08240","24h","SI1",2.1511,24,5,2
"N900_RS08245","24h","SI1",2.2885,24,5,2
"N900_RS08250","24h","SI1",-0.71632,24,5,2
"N900_RS08255","24h","SI1",0.86107,24,5,2
"N900_RS08260","24h","SI1",1.868,24,5,2
"N900_RS08265","24h","SI1",0.18284,24,5,2
"N900_RS08270","24h","SI1",2.5162,24,5,2
"N900_RS08275","24h","SI1",3.8788,24,5,2
"N900_RS08280","24h","SI1",0.37013,24,5,2
"N900_RS08285","24h","SI1",0.81708,24,5,2
"N900_RS08290","24h","SI1",-0.38424,24,5,2
"N900_RS08295","24h","SI1",-0.91873,24,5,2
"N900_RS08300","24h","SI1",1.5718,24,5,2
"N900_RS08305","24h","SI1",-1.6965,24,5,2
"N900_RS08310","24h","SI1",-1.8536,24,5,2
"N900_RS08315","24h","SI1",2.1111,24,5,2
"N900_RS08320","24h","SI1",0.061099,24,5,2
"N900_RS08325","24h","SI1",1.5533,24,5,2
"N900_RS08330","24h","SI1",2.5569,24,5,2
"N900_RS08335","24h","SI1",1.2831,24,5,2
"N900_RS08350","24h","SI1",-0.68552,24,5,2
"N900_RS08355","24h","SI1",1.6672,24,5,2
"N900_RS08360","24h","SI1",1.1687,24,5,2
"N900_RS08365","24h","SI1",-0.0018484,24,5,2
"N900_RS08370","24h","SI1",0.24031,24,5,2
"N900_RS08375","24h","SI1",1.1071,24,5,2
"N900_RS08380","24h","SI1",3.1365,24,5,2
"N900_RS08385","24h","SI1",0.29837,24,5,2
"N900_RS08390","24h","SI1",1.684,24,5,2
"N900_RS08395","24h","SI1",3.2486,24,5,2
"N900_RS08400","24h","SI1",-0.1283,24,5,2
"N900_RS08405","24h","SI1",-0.82767,24,5,2
"N900_RS08415","24h","SI1",0.20727,24,5,2
"N900_RS08420","24h","SI1",0.86442,24,5,2
"N900_RS08425","24h","SI1",2.0424,24,5,2
"N900_RS08430","24h","SI1",0.44241,24,5,2
"N900_RS08435","24h","SI1",-0.52278,24,5,2
"N900_RS08440","24h","SI1",0.13115,24,5,2
"N900_RS08450","24h","SI1",-0.63527,24,5,2
"N900_RS08455","24h","SI1",1.28,24,5,2
"N900_RS08460","24h","SI1",0.61736,24,5,2
"N900_RS08465","24h","SI1",-3.4302,24,5,2
"N900_RS08470","24h","SI1",1.6175,24,5,2
"N900_RS08475","24h","SI1",0.79628,24,5,2
"N900_RS08480","24h","SI1",1.0926,24,5,2
"N900_RS08485","24h","SI1",0.1231,24,5,2
"N900_RS08495","24h","SI1",1.2196,24,5,2
"N900_RS08500","24h","SI1",2.7254,24,5,2
"N900_RS08505","24h","SI1",-3.4028,24,5,2
"N900_RS08510","24h","SI1",0.012593,24,5,2
"N900_RS08515","24h","SI1",3.2013,24,5,2
"N900_RS08520","24h","SI1",1.7811,24,5,2
"N900_RS08525","24h","SI1",0.19314,24,5,2
"N900_RS08535","24h","SI1",2.2788,24,5,2
"N900_RS08540","24h","SI1",-0.24076,24,5,2
"N900_RS08545","24h","SI1",2.8861,24,5,2
"N900_RS08550","24h","SI1",0.10256,24,5,2
"N900_RS08555","24h","SI1",1.5714,24,5,2
"N900_RS08560","24h","SI1",1.5323,24,5,2
"N900_RS08565","24h","SI1",-1.4753,24,5,2
"N900_RS08570","24h","SI1",1.0134,24,5,2
"N900_RS08575","24h","SI1",3.8991,24,5,2
"N900_RS08580","24h","SI1",0.60321,24,5,2
"N900_RS08590","24h","SI1",3.2268,24,5,2
"N900_RS08610","24h","SI1",0.77752,24,5,2
"N900_RS08615","24h","SI1",1.0673,24,5,2
"N900_RS08620","24h","SI1",0.86577,24,5,2
"N900_RS08625","24h","SI1",0.82951,24,5,2
"N900_RS08630","24h","SI1",1.5399,24,5,2
"N900_RS08635","24h","SI1",0.00072039,24,5,2
"N900_RS08640","24h","SI1",1.6828,24,5,2
"N900_RS08645","24h","SI1",0.8121,24,5,2
"N900_RS08650","24h","SI1",-0.61793,24,5,2
"N900_RS08655","24h","SI1",-2.4224,24,5,2
"N900_RS08660","24h","SI1",2.2055,24,5,2
"N900_RS08665","24h","SI1",-1.3421,24,5,2
"N900_RS08670","24h","SI1",1.1148,24,5,2
"N900_RS08675","24h","SI1",0.017004,24,5,2
"N900_RS08680","24h","SI1",1.7954,24,5,2
"N900_RS08690","24h","SI1",-0.11392,24,5,2
"N900_RS08700","24h","SI1",0.54668,24,5,2
"N900_RS08705","24h","SI1",0.047408,24,5,2
"N900_RS08710","24h","SI1",1.5287,24,5,2
"N900_RS08715","24h","SI1",1.2846,24,5,2
"N900_RS08720","24h","SI1",0.92124,24,5,2
"N900_RS08725","24h","SI1",0.66028,24,5,2
"N900_RS08730","24h","SI1",-0.23917,24,5,2
"N900_RS08735","24h","SI1",1.958,24,5,2
"N900_RS08740","24h","SI1",-0.23995,24,5,2
"N900_RS08745","24h","SI1",0.7137,24,5,2
"N900_RS08750","24h","SI1",0.49745,24,5,2
"N900_RS08755","24h","SI1",0.90369,24,5,2
"N900_RS08760","24h","SI1",-1.0673,24,5,2
"N900_RS08765","24h","SI1",0.18313,24,5,2
"N900_RS08770","24h","SI1",0.61556,24,5,2
"N900_RS08775","24h","SI1",4.2853,24,5,2
"N900_RS08780","24h","SI1",0.45939,24,5,2
"N900_RS08785","24h","SI1",1.7509,24,5,2
"N900_RS08790","24h","SI1",1.2996,24,5,2
"N900_RS08795","24h","SI1",0.098387,24,5,2
"N900_RS08800","24h","SI1",1.0343,24,5,2
"N900_RS08805","24h","SI1",2.5519,24,5,2
"N900_RS08810","24h","SI1",1.276,24,5,2
"N900_RS08815","24h","SI1",1.0673,24,5,2
"N900_RS08820","24h","SI1",0.99332,24,5,2
"N900_RS08825","24h","SI1",0.54974,24,5,2
"N900_RS08830","24h","SI1",0.55326,24,5,2
"N900_RS08840","24h","SI1",-0.13606,24,5,2
"N900_RS08845","24h","SI1",1.5385,24,5,2
"N900_RS08850","24h","SI1",-0.74457,24,5,2
"N900_RS08855","24h","SI1",0.53116,24,5,2
"N900_RS08860","24h","SI1",-0.016763,24,5,2
"N900_RS08865","24h","SI1",1.6292,24,5,2
"N900_RS08870","24h","SI1",2.1558,24,5,2
"N900_RS08875","24h","SI1",0.71445,24,5,2
"N900_RS08880","24h","SI1",0.43565,24,5,2
"N900_RS08885","24h","SI1",1.1428,24,5,2
"N900_RS08890","24h","SI1",0.028884,24,5,2
"N900_RS08895","24h","SI1",0.84353,24,5,2
"N900_RS08900","24h","SI1",0.073158,24,5,2
"N900_RS08905","24h","SI1",0.23906,24,5,2
"N900_RS08910","24h","SI1",0.034282,24,5,2
"N900_RS08915","24h","SI1",2.2057,24,5,2
"N900_RS08920","24h","SI1",1.4977,24,5,2
"N900_RS08925","24h","SI1",3.2631,24,5,2
"N900_RS08935","24h","SI1",-1.0515,24,5,2
"N900_RS08940","24h","SI1",0.45827,24,5,2
"N900_RS08945","24h","SI1",0.7888,24,5,2
"N900_RS08955","24h","SI1",0.63564,24,5,2
"N900_RS08960","24h","SI1",2.8243,24,5,2
"N900_RS08970","24h","SI1",3.4194,24,5,2
"N900_RS08975","24h","SI1",-0.093647,24,5,2
"N900_RS08980","24h","SI1",1.3455,24,5,2
"N900_RS08985","24h","SI1",1.4906,24,5,2
"N900_RS08990","24h","SI1",1.7627,24,5,2
"N900_RS08995","24h","SI1",0.3042,24,5,2
"N900_RS09000","24h","SI1",1.02,24,5,2
"N900_RS09005","24h","SI1",0.011677,24,5,2
"N900_RS09010","24h","SI1",1.6126,24,5,2
"N900_RS09015","24h","SI1",1.2825,24,5,2
"N900_RS09020","24h","SI1",1.1423,24,5,2
"N900_RS09025","24h","SI1",1.2277,24,5,2
"N900_RS09030","24h","SI1",0.31127,24,5,2
"N900_RS09035","24h","SI1",0.2081,24,5,2
"N900_RS09040","24h","SI1",-0.56596,24,5,2
"N900_RS09045","24h","SI1",0.42275,24,5,2
"N900_RS09055","24h","SI1",0.50108,24,5,2
"N900_RS09060","24h","SI1",0.16601,24,5,2
"N900_RS09065","24h","SI1",4.4767,24,5,2
"N900_RS09070","24h","SI1",-0.96535,24,5,2
"N900_RS09075","24h","SI1",1.3156,24,5,2
"N900_RS09080","24h","SI1",-0.5279,24,5,2
"N900_RS09085","24h","SI1",0.24795,24,5,2
"N900_RS09090","24h","SI1",-0.33115,24,5,2
"N900_RS09095","24h","SI1",5.0763,24,5,2
"N900_RS09100","24h","SI1",1.4622,24,5,2
"N900_RS09105","24h","SI1",2.4124,24,5,2
"N900_RS09110","24h","SI1",0.49837,24,5,2
"N900_RS09115","24h","SI1",-1.1002,24,5,2
"N900_RS09120","24h","SI1",-0.25906,24,5,2
"N900_RS09125","24h","SI1",-1.2223,24,5,2
"N900_RS09130","24h","SI1",-0.091994,24,5,2
"N900_RS09170","24h","SI1",-0.089799,24,5,2
"N900_RS09175","24h","SI1",-0.60825,24,5,2
"N900_RS09180","24h","SI1",-0.5681,24,5,2
"N900_RS09185","24h","SI1",-2.4553,24,5,2
"N900_RS09195","24h","SI1",-1.5027,24,5,2
"N900_RS09200","24h","SI1",2.7576,24,5,2
"N900_RS09205","24h","SI1",-2.9425,24,5,2
"N900_RS09210","24h","SI1",-3.5422,24,5,2
"N900_RS09215","24h","SI1",-1.2771,24,5,2
"N900_RS09230","24h","SI1",1.6482,24,5,2
"N900_RS09235","24h","SI1",1.0906,24,5,2
"N900_RS09245","24h","SI1",1.0166,24,5,2
"N900_RS09250","24h","SI1",2.1828,24,5,2
"N900_RS09255","24h","SI1",1.045,24,5,2
"N900_RS09260","24h","SI1",1.6384,24,5,2
"N900_RS09265","24h","SI1",0.28597,24,5,2
"N900_RS09270","24h","SI1",-0.92876,24,5,2
"N900_RS09275","24h","SI1",0.40526,24,5,2
"N900_RS09290","24h","SI1",1.6884,24,5,2
"N900_RS09295","24h","SI1",-1.6445,24,5,2
"N900_RS09300","24h","SI1",-1.6602,24,5,2
"N900_RS09305","24h","SI1",0.64188,24,5,2
"N900_RS09310","24h","SI1",0.34937,24,5,2
"N900_RS09315","24h","SI1",0.27869,24,5,2
"N900_RS09320","24h","SI1",2.3543,24,5,2
"N900_RS09325","24h","SI1",0.73177,24,5,2
"N900_RS09330","24h","SI1",0.98184,24,5,2
"N900_RS09335","24h","SI1",2.5687,24,5,2
"N900_RS09340","24h","SI1",-1.6847,24,5,2
"N900_RS09345","24h","SI1",-0.40692,24,5,2
"N900_RS09350","24h","SI1",0.18337,24,5,2
"N900_RS09365","24h","SI1",1.1693,24,5,2
"N900_RS09370","24h","SI1",0.8886,24,5,2
"N900_RS09375","24h","SI1",1.3758,24,5,2
"N900_RS09380","24h","SI1",0.18292,24,5,2
"N900_RS09385","24h","SI1",-0.50342,24,5,2
"N900_RS09390","24h","SI1",0.40075,24,5,2
"N900_RS09400","24h","SI1",1.6952,24,5,2
"N900_RS09405","24h","SI1",-0.25109,24,5,2
"N900_RS09410","24h","SI1",2.4959,24,5,2
"N900_RS09415","24h","SI1",1.4502,24,5,2
"N900_RS09420","24h","SI1",1.2505,24,5,2
"N900_RS09425","24h","SI1",-0.53251,24,5,2
"N900_RS09445","24h","SI1",1.4708,24,5,2
"N900_RS09450","24h","SI1",1.0682,24,5,2
"N900_RS09465","24h","SI1",-2.1928,24,5,2
"N900_RS09470","24h","SI1",-1.7033,24,5,2
"N900_RS09500","24h","SI1",-0.10814,24,5,2
"N900_RS09505","24h","SI1",0.69447,24,5,2
"N900_RS09510","24h","SI1",3.4389,24,5,2
"N900_RS09515","24h","SI1",0.057561,24,5,2
"N900_RS09520","24h","SI1",0.8816,24,5,2
"N900_RS09525","24h","SI1",0.79125,24,5,2
"N900_RS09530","24h","SI1",-0.13398,24,5,2
"N900_RS09535","24h","SI1",0.46339,24,5,2
"N900_RS09540","24h","SI1",0.26661,24,5,2
"N900_RS09545","24h","SI1",-0.13189,24,5,2
"N900_RS09550","24h","SI1",0.22213,24,5,2
"N900_RS09555","24h","SI1",0.096672,24,5,2
"N900_RS09560","24h","SI1",0.14673,24,5,2
"N900_RS09565","24h","SI1",1.2805,24,5,2
"N900_RS09570","24h","SI1",1.7732,24,5,2
"N900_RS09575","24h","SI1",2.687,24,5,2
"N900_RS09580","24h","SI1",3.4915,24,5,2
"N900_RS09585","24h","SI1",0.75269,24,5,2
"N900_RS09590","24h","SI1",0.054538,24,5,2
"N900_RS09595","24h","SI1",1.0131,24,5,2
"N900_RS09600","24h","SI1",0.20806,24,5,2
"N900_RS09605","24h","SI1",-0.51558,24,5,2
"N900_RS09610","24h","SI1",0.4249,24,5,2
"N900_RS09615","24h","SI1",0.35884,24,5,2
"N900_RS09620","24h","SI1",-0.95948,24,5,2
"N900_RS09625","24h","SI1",0.47707,24,5,2
"N900_RS09630","24h","SI1",-0.47551,24,5,2
"N900_RS09650","24h","SI1",-1.0899,24,5,2
"N900_RS09655","24h","SI1",-0.58167,24,5,2
"N900_RS09660","24h","SI1",0.69034,24,5,2
"N900_RS09665","24h","SI1",1.0114,24,5,2
"N900_RS09670","24h","SI1",0.71021,24,5,2
"N900_RS09675","24h","SI1",-0.30004,24,5,2
"N900_RS09680","24h","SI1",1.157,24,5,2
"N900_RS09685","24h","SI1",1.1705,24,5,2
"N900_RS09690","24h","SI1",0.87182,24,5,2
"N900_RS09695","24h","SI1",0.75299,24,5,2
"N900_RS09700","24h","SI1",0.30394,24,5,2
"N900_RS09705","24h","SI1",1.6847,24,5,2
"N900_RS09710","24h","SI1",-0.5674,24,5,2
"N900_RS09715","24h","SI1",1.3286,24,5,2
"N900_RS09720","24h","SI1",1.1862,24,5,2
"N900_RS09725","24h","SI1",-0.93289,24,5,2
"N900_RS09735","24h","SI1",1.8133,24,5,2
"N900_RS09740","24h","SI1",-3.4917,24,5,2
"N900_RS09745","24h","SI1",-1.7169,24,5,2
"N900_RS09750","24h","SI1",0.65935,24,5,2
"N900_RS09765","24h","SI1",2.3205,24,5,2
"N900_RS09770","24h","SI1",-1.1193,24,5,2
"N900_RS09775","24h","SI1",3.6811,24,5,2
"N900_RS09780","24h","SI1",-2.7467,24,5,2
"N900_RS09785","24h","SI1",1.2831,24,5,2
"N900_RS09790","24h","SI1",0.62683,24,5,2
"N900_RS09795","24h","SI1",2.5075,24,5,2
"N900_RS09800","24h","SI1",2.0152,24,5,2
"N900_RS09810","24h","SI1",1.6681,24,5,2
"N900_RS09815","24h","SI1",-0.51258,24,5,2
"N900_RS09830","24h","SI1",1.3673,24,5,2
"N900_RS09835","24h","SI1",-0.79821,24,5,2
"N900_RS09840","24h","SI1",-2.346,24,5,2
"N900_RS09850","24h","SI1",-1.7173,24,5,2
"N900_RS09860","24h","SI1",-1.6026,24,5,2
"N900_RS09870","24h","SI1",2.4836,24,5,2
"N900_RS09875","24h","SI1",0.71218,24,5,2
"N900_RS09880","24h","SI1",3.2049,24,5,2
"N900_RS09885","24h","SI1",0.14184,24,5,2
"N900_RS09890","24h","SI1",2.3319,24,5,2
"N900_RS09895","24h","SI1",1.7747,24,5,2
"N900_RS09900","24h","SI1",0.96676,24,5,2
"N900_RS09905","24h","SI1",1.9848,24,5,2
"N900_RS09930","24h","SI1",-1.0472,24,5,2
"N900_RS09935","24h","SI1",0.09231,24,5,2
"N900_RS09950","24h","SI1",1.1272,24,5,2
"N900_RS09955","24h","SI1",-0.3841,24,5,2
"N900_RS09965","24h","SI1",2.2949,24,5,2
"N900_RS09970","24h","SI1",-1.1608,24,5,2
"N900_RS09975","24h","SI1",-0.47677,24,5,2
"N900_RS09980","24h","SI1",-0.28352,24,5,2
"N900_RS09985","24h","SI1",-1.1882,24,5,2
"N900_RS09990","24h","SI1",0.64164,24,5,2
"N900_RS09995","24h","SI1",-3.1955,24,5,2
"N900_RS10000","24h","SI1",-2.4366,24,5,2
"N900_RS10005","24h","SI1",-1.7143,24,5,2
"N900_RS10010","24h","SI1",-2.2989,24,5,2
"N900_RS10015","24h","SI1",-1.3686,24,5,2
"N900_RS10020","24h","SI1",-2.0931,24,5,2
"N900_RS10025","24h","SI1",-1.1721,24,5,2
"N900_RS10035","24h","SI1",-2.1537,24,5,2
"N900_RS10040","24h","SI1",-2.2645,24,5,2
"N900_RS10045","24h","SI1",-2.7568,24,5,2
"N900_RS10050","24h","SI1",-1.2563,24,5,2
"N900_RS10055","24h","SI1",-0.95781,24,5,2
"N900_RS10060","24h","SI1",-1.66,24,5,2
"N900_RS10065","24h","SI1",1.5928,24,5,2
"N900_RS10075","24h","SI1",0.51882,24,5,2
"N900_RS10080","24h","SI1",-1.7273,24,5,2
"N900_RS10085","24h","SI1",0.083112,24,5,2
"N900_RS10090","24h","SI1",1.3676,24,5,2
"N900_RS10105","24h","SI1",1.0445,24,5,2
"N900_RS10110","24h","SI1",0.2726,24,5,2
"N900_RS10115","24h","SI1",3.6756,24,5,2
"N900_RS10125","24h","SI1",1.4677,24,5,2
"N900_RS10130","24h","SI1",1.2894,24,5,2
"N900_RS10135","24h","SI1",0.28087,24,5,2
"N900_RS10140","24h","SI1",2.5916,24,5,2
"N900_RS10145","24h","SI1",0.44479,24,5,2
"N900_RS10150","24h","SI1",1.0709,24,5,2
"N900_RS10155","24h","SI1",0.70832,24,5,2
"N900_RS10160","24h","SI1",2.0175,24,5,2
"N900_RS10165","24h","SI1",0.26954,24,5,2
"N900_RS10170","24h","SI1",1.1423,24,5,2
"N900_RS10175","24h","SI1",1.3719,24,5,2
"N900_RS10180","24h","SI1",1.0664,24,5,2
"N900_RS10185","24h","SI1",1.585,24,5,2
"N900_RS10190","24h","SI1",0.77615,24,5,2
"N900_RS10195","24h","SI1",0.00018044,24,5,2
"N900_RS10200","24h","SI1",0.65021,24,5,2
"N900_RS10205","24h","SI1",0.19981,24,5,2
"N900_RS10210","24h","SI1",-0.63522,24,5,2
"N900_RS10215","24h","SI1",1.8688,24,5,2
"N900_RS10220","24h","SI1",0.054188,24,5,2
"N900_RS10225","24h","SI1",0.28722,24,5,2
"N900_RS10230","24h","SI1",2.735,24,5,2
"N900_RS10235","24h","SI1",1.0536,24,5,2
"N900_RS10245","24h","SI1",1.4483,24,5,2
"N900_RS10250","24h","SI1",0.67396,24,5,2
"N900_RS10255","24h","SI1",2.4467,24,5,2
"N900_RS10260","24h","SI1",1.1473,24,5,2
"N900_RS10265","24h","SI1",1.0948,24,5,2
"N900_RS10270","24h","SI1",2.2794,24,5,2
"N900_RS10275","24h","SI1",0.62351,24,5,2
"N900_RS10280","24h","SI1",0.35015,24,5,2
"N900_RS10285","24h","SI1",0.0078129,24,5,2
"N900_RS10290","24h","SI1",3.0419,24,5,2
"N900_RS10295","24h","SI1",1.1898,24,5,2
"N900_RS10300","24h","SI1",1.3682,24,5,2
"N900_RS10305","24h","SI1",2.5144,24,5,2
"N900_RS10315","24h","SI1",-0.0052137,24,5,2
"N900_RS10320","24h","SI1",0.23338,24,5,2
"N900_RS10325","24h","SI1",0.21202,24,5,2
"N900_RS10330","24h","SI1",0.38053,24,5,2
"N900_RS10335","24h","SI1",-2.7123,24,5,2
"N900_RS10340","24h","SI1",-2.3,24,5,2
"N900_RS10345","24h","SI1",2.2244,24,5,2
"N900_RS10350","24h","SI1",0.83872,24,5,2
"N900_RS10355","24h","SI1",1.0916,24,5,2
"N900_RS10370","24h","SI1",0.090079,24,5,2
"N900_RS10385","24h","SI1",2.4929,24,5,2
"N900_RS10390","24h","SI1",0.96912,24,5,2
"N900_RS10395","24h","SI1",3.7866,24,5,2
"N900_RS10400","24h","SI1",0.49451,24,5,2
"N900_RS10405","24h","SI1",1.3279,24,5,2
"N900_RS10440","24h","SI1",1.2848,24,5,2
"N900_RS10445","24h","SI1",0.35447,24,5,2
"N900_RS10455","24h","SI1",0.53482,24,5,2
"N900_RS10460","24h","SI1",0.70187,24,5,2
"N900_RS10465","24h","SI1",2.3905,24,5,2
"N900_RS10470","24h","SI1",-1.0101,24,5,2
"N900_RS10475","24h","SI1",2.3585,24,5,2
"N900_RS10480","24h","SI1",0.21351,24,5,2
"N900_RS10485","24h","SI1",-0.066865,24,5,2
"N900_RS10490","24h","SI1",-0.13066,24,5,2
"N900_RS10495","24h","SI1",1.7584,24,5,2
"N900_RS10500","24h","SI1",0.78048,24,5,2
"N900_RS10505","24h","SI1",1.7705,24,5,2
"N900_RS10510","24h","SI1",-1.0084,24,5,2
"N900_RS10515","24h","SI1",-0.40716,24,5,2
"N900_RS10520","24h","SI1",0.59335,24,5,2
"N900_RS10525","24h","SI1",0.34758,24,5,2
"N900_RS10530","24h","SI1",0.44436,24,5,2
"N900_RS10535","24h","SI1",1.611,24,5,2
"N900_RS10540","24h","SI1",0.69228,24,5,2
"N900_RS10545","24h","SI1",-1.8415,24,5,2
"N900_RS10550","24h","SI1",0.35074,24,5,2
"N900_RS10555","24h","SI1",-0.84921,24,5,2
"N900_RS10560","24h","SI1",-3.0188,24,5,2
"N900_RS10565","24h","SI1",0.9058,24,5,2
"N900_RS10570","24h","SI1",0.37029,24,5,2
"N900_RS10575","24h","SI1",-0.57348,24,5,2
"N900_RS10580","24h","SI1",2.2363,24,5,2
"N900_RS10585","24h","SI1",0.091897,24,5,2
"N900_RS10615","24h","SI1",1.4943,24,5,2
"N900_RS10620","24h","SI1",0.0018066,24,5,2
"N900_RS10625","24h","SI1",-0.27381,24,5,2
"N900_RS10635","24h","SI1",1.1087,24,5,2
"N900_RS10640","24h","SI1",0.5815,24,5,2
"N900_RS10645","24h","SI1",2.1084,24,5,2
"N900_RS10650","24h","SI1",1.8843,24,5,2
"N900_RS10655","24h","SI1",1.4299,24,5,2
"N900_RS10660","24h","SI1",1.1048,24,5,2
"N900_RS10665","24h","SI1",1.1445,24,5,2
"N900_RS10670","24h","SI1",-0.17822,24,5,2
"N900_RS10675","24h","SI1",0.84889,24,5,2
"N900_RS10680","24h","SI1",0.92823,24,5,2
"N900_RS10685","24h","SI1",1.2093,24,5,2
"N900_RS10690","24h","SI1",4.2827,24,5,2
"N900_RS10695","24h","SI1",0.3595,24,5,2
"N900_RS10700","24h","SI1",-0.6175,24,5,2
"N900_RS10705","24h","SI1",-0.0043451,24,5,2
"N900_RS10710","24h","SI1",1.6814,24,5,2
"N900_RS10715","24h","SI1",1.9664,24,5,2
"N900_RS10720","24h","SI1",2.294,24,5,2
"N900_RS10725","24h","SI1",1.3493,24,5,2
"N900_RS10735","24h","SI1",1.6377,24,5,2
"N900_RS10765","24h","SI1",-0.22287,24,5,2
"N900_RS10770","24h","SI1",0.88438,24,5,2
"N900_RS10775","24h","SI1",1.8481,24,5,2
"N900_RS10790","24h","SI1",3.2938,24,5,2
"N900_RS10795","24h","SI1",2.5737,24,5,2
"N900_RS10800","24h","SI1",-0.54673,24,5,2
